"";"nest";"population";"species";"lat";"lon";"filename_forward";"PCR_run";"SRA_Run";"readID"
"M602";"KRU_18";"KRU";"dumicola";"-22.954139";"31.248386";"M602_S32_L001_R1_001.fastq.gz";1;"SRR6489456";"M602"
"M640";"ADDO_6C";"ADDO";"dumicola";"-33.446046";"25.730218";"M640_S20_L001_R1_001.fastq.gz";1;"SRR6489498";"M640"
"M855";"PAA_3";"PAA";"dumicola";"-33.77668333";"18.95586667";"M855_S33_L001_R1_001.fastq.gz";1;"SRR6489445";"M855"
"M856";"PAA_3";"PAA";"dumicola";"-33.77668333";"18.95586667";"M856_S34_L001_R1_001.fastq.gz";1;"SRR6489440";"M856"
"M862";"PAA_5";"PAA";"dumicola";"-33.77651667";"18.95611667";"M862_S35_L001_R1_001.fastq.gz";1;"SRR6489439";"M862"
"M897";"PAA_2";"PAA";"dumicola";"-33.79816667";"18.87153333";"M897_S36_L001_R1_001.fastq.gz";1;"SRR6489443";"M897"
"NegE";"neg";"neg";"neg";"neg";"neg";"neg";1;NA;"NegE"
"NegV";"neg";"neg";"neg";"neg";"neg";"neg";1;NA;"NegV"
"X236";"MAH_3";"MAH";"mimosarum";"-21.835084";"46.89159";"X236_S37_L001_R1_001.fastq.gz";1;"SRR6489542";"X236"
"X237";"MAH_3";"MAH";"mimosarum";"-21.835084";"46.89159";"X237_S38_L001_R1_001.fastq.gz";1;"SRR6489541";"X237"
"X238";"MAH_3";"MAH";"mimosarum";"-21.835084";"46.89159";"X238_S39_L001_R1_001.fastq.gz";1;"SRR6489544";"X238"
"X244";"MAH_5";"MAH";"mimosarum";"-21.835043";"46.890558";"X244_S40_L001_R1_001.fastq.gz";1;"SRR6489543";"X244"
"X245";"MAH_5";"MAH";"mimosarum";"-21.835043";"46.890558";"X245_S41_L001_R1_001.fastq.gz";1;NA;"X245"
"X246";"MAH_5";"MAH";"mimosarum";"-21.835043";"46.890558";"X246_S42_L001_R1_001.fastq.gz";1;"SRR6489538";"X246"
"X255";"MAH_8";"MAH";"mimosarum";"-21.828757";"46.862997";"X255_S43_L001_R1_001.fastq.gz";1;"SRR6489537";"X255"
"X256";"MAH_8";"MAH";"mimosarum";"-21.828757";"46.862997";"X256_S44_L001_R1_001.fastq.gz";1;"SRR6489540";"X256"
"X257";"MAH_8";"MAH";"mimosarum";"-21.828757";"46.862997";"X257_S45_L001_R1_001.fastq.gz";1;"SRR6489539";"X257"
"X259";"MAH_9";"MAH";"mimosarum";"-21.828414";"46.861464";"X259_S46_L001_R1_001.fastq.gz";1;"SRR6489546";"X259"
"X261";"MAH_9";"MAH";"mimosarum";"-21.828414";"46.861464";"X261_S47_L001_R1_001.fastq.gz";1;"SRR6489545";"X261"
"X281";"SAK_17";"SAK";"mimosarum";"-22.516216";"45.530495";"X281_S51_L001_R1_001.fastq.gz";1;"SRR6489560";"X281"
"X282";"SAK_17";"SAK";"mimosarum";"-22.516216";"45.530495";"X282_S52_L001_R1_001.fastq.gz";1;"SRR6489557";"X282"
"X399";"ADDO_1";"ADDO";"dumicola";"-33.446485";"25.729542";"X399_S175_L001_R1_001.fastq.gz";1;"SRR6489494";"X399"
"X401";"ADDO_1";"ADDO";"dumicola";"-33.446485";"25.729542";"X401_S176_L001_R1_001.fastq.gz";1;"SRR6489493";"X401"
"X402";"ADDO_1";"ADDO";"dumicola";"-33.446485";"25.729542";"X402_S3_L001_R1_001.fastq.gz";1;"SRR6489496";"X402"
"X411";"WEE_26";"WEE";"mimosarum";"-28.844693";"29.979695";"X411_S75_L001_R1_001.fastq.gz";1;"SRR6489531";"X411"
"X413";"WEE_26";"WEE";"mimosarum";"-28.844693";"29.979695";"X413_S76_L001_R1_001.fastq.gz";1;"SRR6489535";"X413"
"X415";"WEE_29";"WEE";"dumicola";"-28.808757";"29.940462";"X415_S4_L001_R1_001.fastq.gz";1;"SRR6489462";"X415"
"X416";"WEE_29";"WEE";"dumicola";"-28.808757";"29.940462";"X416_S5_L001_R1_001.fastq.gz";1;"SRR6489464";"X416"
"X417";"WEE_29";"WEE";"dumicola";"-28.808757";"29.940462";"X417_S6_L001_R1_001.fastq.gz";1;"SRR6714241";"X417"
"X423";"WEE_39";"WEE";"dumicola";"-28.825537";"29.958478";"X423_S7_L001_R1_001.fastq.gz";1;"SRR6489463";"X423"
"X424";"WEE_39";"WEE";"dumicola";"-28.825537";"29.958478";"X424_S8_L001_R1_001.fastq.gz";1;"SRR6489485";"X424"
"X425";"WEE_39";"WEE";"dumicola";"-28.825537";"29.958478";"X425_S9_L001_R1_001.fastq.gz";1;"SRR6489483";"X425"
"X435";"PON_61";"PON";"dumicola";"-27.363147";"31.877365";"X435_S10_L001_R1_001.fastq.gz";1;"SRR6489461";"X435"
"X436";"PON_61";"PON";"dumicola";"-27.363147";"31.877365";"X436_S11_L001_R1_001.fastq.gz";1;"SRR6489465";"X436"
"X478";"WEE_20";"WEE";"dumicola";"-28.867625";"30.001363";"X478_S12_L001_R1_001.fastq.gz";1;"SRR6489466";"X478"
"X479";"WEE_20";"WEE";"dumicola";"-28.867625";"30.001363";"X479_S13_L001_R1_001.fastq.gz";1;"SRR6489467";"X479"
"X480";"WEE_20";"WEE";"dumicola";"-28.867625";"30.001363";"X480_S14_L001_R1_001.fastq.gz";1;"SRR6489468";"X480"
"X548";"PON_56";"PON";"dumicola";"-27.354406";"31.879969";"X548_S15_L001_R1_001.fastq.gz";1;"SRR6489458";"X548"
"X550";"PON_56";"PON";"dumicola";"-27.354406";"31.879969";"X550_S17_L001_R1_001.fastq.gz";1;NA;"X550"
"M523";"PON_52";"PON";"mimosarum";"-27.323724";"31.875004";"M523_S135_L001_R1_001.fastq.gz";2;"SRR6489529";"M523"
"M536";"KRU_3";"KRU";"dumicola";"-22.998057";"31.337268";"x";2;NA;"M536"
"M558";"ADDO_15";"ADDO";"dumicola";"-33.442821";"25.737211";"M558_S89_L001_R1_001.fastq.gz";2;"SRR6714242";"M558"
"M559";"ADDO_15";"ADDO";"dumicola";"-33.442821";"25.737211";"M559_S90_L001_R1_001.fastq.gz";2;NA;"M559"
"M560";"ADDO_15";"ADDO";"dumicola";"-33.442821";"25.737211";"M560_S91_L001_R1_001.fastq.gz";2;NA;"M560"
"M585";"WEE_25";"WEE";"mimosarum";"-28.840157";"30.003504";"M585_S137_L001_R1_001.fastq.gz";2;NA;"M585"
"M589";"KRU_27";"KRU";"dumicola";"-22.940936";"31.242621";"M589_S93_L001_R1_001.fastq.gz";2;"SRR6489480";"M589"
"M590";"KRU_27";"KRU";"dumicola";"-22.940936";"31.242621";"M590_S94_L001_R1_001.fastq.gz";2;"SRR6489477";"M590"
"M598";"PON_44";"PON";"dumicola";"-27.339273";"31.917802";"M598_S95_L001_R1_001.fastq.gz";2;NA;"M598"
"M599";"PON_44";"PON";"dumicola";"-27.339273";"31.917802";"M599_S96_L001_R1_001.fastq.gz";2;NA;"M599"
"M600";"PON_44";"PON";"dumicola";"-27.339273";"31.917802";"M600_S97_L001_R1_001.fastq.gz";2;NA;"M600"
"M638";"ADDO_6C";"ADDO";"dumicola";"-33.446046";"25.730218";"M638_S101_L001_R1_001.fastq.gz";2;NA;"M638"
"M639";"ADDO_6C";"ADDO";"dumicola";"-33.446046";"25.730218";"M639_S102_L001_R1_001.fastq.gz";2;NA;"M639"
"M662";"PON_55";"PON";"dumicola";"-27.332273";"31.872024";"M662_S103_L001_R1_001.fastq.gz";2;"SRR6489437";"M662"
"M663";"PON_55";"PON";"dumicola";"-27.332273";"31.872024";"M663_S104_L001_R1_001.fastq.gz";2;"SRR6489469";"M663"
"M664";"PON_55";"PON";"dumicola";"-27.332273";"31.872024";"M664_S105_L001_R1_001.fastq.gz";2;"SRR6489470";"M664"
"M754";"PON_37";"PON";"dumicola";"-27.338737";"31.917223";"M754_S106_L001_R1_001.fastq.gz";2;"SRR6489438";"M754"
"M755";"PON_37";"PON";"dumicola";"-27.338737";"31.917223";"M755_S107_L001_R1_001.fastq.gz";2;NA;"M755"
"M756";"PON_37";"PON";"dumicola";"-27.338737";"31.917223";"M756_S108_L001_R1_001.fastq.gz";2;NA;"M756"
"M861";"PAA_5";"PAA";"dumicola";"-33.77651667";"18.95611667";"M861_S109_L001_R1_001.fastq.gz";2;NA;"M861"
"M877";"PAA_1";"PAA";"dumicola";"-33.7982";"18.87121667";"M877_S110_L001_R1_001.fastq.gz";2;"SRR6489471";"M877"
"M878";"PAA_1";"PAA";"dumicola";"-33.7982";"18.87121667";"M878_S111_L001_R1_001.fastq.gz";2;"SRR6489472";"M878"
"M8942";"PAA_7";"PAA";"dumicola";"-33.84845";"18.9636";"M8942_S113_L001_R1_001.fastq.gz";2;"SRR6714243";"M8942"
"M894";"PAA_7";"PAA";"dumicola";"-33.84845";"18.9636";"M894_S112_L001_R1_001.fastq.gz";2;"SRR6489442";"M894"
"M895";"PAA_7";"PAA";"dumicola";"-33.84845";"18.9636";"M895_S114_L001_R1_001.fastq.gz";2;"SRR6489441";"M895"
"M898";"PAA_2";"PAA";"dumicola";"-33.79816667";"18.87153333";"M898_S115_L001_R1_001.fastq.gz";2;"SRR6489446";"M898"
"M899";"PAA_2";"PAA";"dumicola";"-33.79816667";"18.87153333";"M899_S116_L001_R1_001.fastq.gz";2;"SRR6714244";"M899"
"X482";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"X482_S84_L001_R1_001.fastq.gz";2;NA;"X482"
"X483";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"X483_S85_L001_R1_001.fastq.gz";2;"SRR6489499";"X483"
"X484";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"X484_S86_L001_R1_001.fastq.gz";2;NA;"X484"
"M607";"ADDO_8";"ADDO";"dumicola";"-33.445265";"25.731232";"MB302_S40_L001_R1_001.fastq.gz";3;"SRR6489453";"MB302"
"M608";"ADDO_8";"ADDO";"dumicola";"-33.445265";"25.731232";"MB303_S41_L001_R1_001.fastq.gz";3;"SRR6489452";"MB303"
"X523";"PON_36";"PON";"dumicola";"-27.3343";"31.91162";"MB307_S42_L001_R1_001.fastq.gz";3;"SRR6714245";"MB307"
"M554";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"MB310_S43_L001_R1_001.fastq.gz";3;NA;"MB310"
"M555";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"MB311_S44_L001_R1_001.fastq.gz";3;"SRR6489481";"MB311"
"X485";"WEE_23";"WEE";"dumicola";"-28.85557";"30.009273";"MB312_S45_L001_R1_001.fastq.gz";3;"SRR6489455";"MB312"
"M651";"ADDO_16";"ADDO";"dumicola";"-33.443757";"25.733963";"MB313_S46_L001_R1_001.fastq.gz";3;"SRR6489492";"MB313"
"M652";"ADDO_16";"ADDO";"dumicola";"-33.443757";"25.733963";"MB314_S47_L001_R1_001.fastq.gz";3;"SRR6489491";"MB314"
"M660";"ADDO_9";"ADDO";"dumicola";"-33.444982";"25.73189";"MB315_S48_L001_R1_001.fastq.gz";3;"SRR6489451";"MB315"
"M661";"ADDO_9";"ADDO";"dumicola";"-33.444982";"25.73189";"MB316_S49_L001_R1_001.fastq.gz";3;"SRR6489450";"MB316"
"M745";"KRU_12";"KRU";"dumicola";"-22.987338";"31.277059";"MB317_S50_L001_R1_001.fastq.gz";3;"SRR6489449";"MB317"
"M746";"KRU_12";"KRU";"dumicola";"-22.987338";"31.277059";"MB318_S51_L001_R1_001.fastq.gz";3;"SRR6489448";"MB318"
"M747";"KRU_12";"KRU";"dumicola";"-22.987338";"31.277059";"MB319_S52_L001_R1_001.fastq.gz";3;"SRR6489447";"MB319"
"M886";"PAA_12";"PAA";"dumicola";"-33.7979";"18.87587";"MB322_S53_L001_R1_001.fastq.gz";3;"SRR6489444";"MB322"
"reBC44_1";"B_31";"B";"sarasinorum";"15.4872";"74.976";"MB326_S54_L001_R1_001.fastq.gz";3;"SRR6489671";"MB326"
"reBC44_3";"B_31";"B";"sarasinorum";"15.4872";"74.976";"MB328_S55_L001_R1_001.fastq.gz";3;"SRR6489670";"MB328"
"X280";"SAK_17";"SAK";"mimosarum";"-22.516216";"45.530495";"MB365_S68_L001_R1_001.fastq.gz";3;"SRR6489558";"MB365"
"X439";"PON_12";"PON";"mimosarum";"-27.400877";"31.919168";"MB380_S83_L001_R1_001.fastq.gz";3;"SRR6489527";"MB380"
"X440";"PON_12";"PON";"mimosarum";"-27.400877";"31.919168";"MB381_S84_L001_R1_001.fastq.gz";3;"SRR6489526";"MB381"
"X441";"PON_12";"PON";"mimosarum";"-27.400877";"31.919168";"MB382_S85_L001_R1_001.fastq.gz";3;"SRR6489525";"MB382"
"M521";"PON_52";"PON";"mimosarum";"-27.323724";"31.875004";"MB385_S88_L001_R1_001.fastq.gz";3;"SRR6489561";"MB385"
"M522";"PON_52";"PON";"mimosarum";"-27.323724";"31.875004";"MB386_S89_L001_R1_001.fastq.gz";3;"SRR6489562";"MB386"
"X495";"WEE_2";"WEE";"mimosarum";"-28.83787";"29.997853";"TSP10";4;"SRR8450125";"LBMRH10"
"X496";"WEE_2";"WEE";"mimosarum";"-28.83787";"29.997853";"TSP11";4;"SRR8450124";"LBMRH11"
"X497";"WEE_2";"WEE";"mimosarum";"-28.83787";"29.997853";"TSP12";4;"SRR8450127";"LBMRH12"
"X419";"WEE_36";"WEE";"mimosarum";"-28.824166";"29.959872";"TSP13";4;"SRR8450126";"LBMRH13"
"X420";"WEE_36";"WEE";"mimosarum";"-28.824166";"29.959872";"TSP14";4;"SRR8450222";"LBMRH14"
"X284";"SAK_20";"SAK";"mimosarum";"-22.516421";"45.4879925";"TSP15";4;"SRR8450129";"LBMRH15"
"X285";"SAK_20";"SAK";"mimosarum";"-22.516421";"45.4879925";"TSP16";4;"SRR8450128";"LBMRH16"
"X286";"SAK_20";"SAK";"mimosarum";"-22.516421";"45.4879925";"TSP17";4;"SRR8450131";"LBMRH17"
"X289";"SAK_21";"SAK";"mimosarum";"-22.510547";"45.500217";"TSP18";4;"SRR8450130";"LBMRH18"
"X290";"SAK_21";"SAK";"mimosarum";"-22.510547";"45.500217";"TSP19";4;"SRR8450123";"LBMRH19"
"X430";"PON_34";"PON";"mimosarum";"-27.323424";"31.911337";"TSP1";4;"SRR8450223";"LBMRH1"
"X291";"SAK_21";"SAK";"mimosarum";"-22.510547";"45.500217";"TSP20";4;"SRR8450122";"LBMRH20"
"X293";"SAK_22";"SAK";"mimosarum";"-22.521091";"45.479539";"TSP21";4;"SRR8450220";"LBMRH21"
"X294";"SAK_22";"SAK";"mimosarum";"-22.521091";"45.479539";"TSP22";4;"SRR8450135";"LBMRH22"
"X295";"SAK_22";"SAK";"mimosarum";"-22.521091";"45.479539";"TSP23";4;"SRR8450134";"LBMRH23"
"X296";"SAK_23";"SAK";"mimosarum";"-22.522295";"45.475768";"TSP24";4;"SRR8450133";"LBMRH24"
"X297";"SAK_23";"SAK";"mimosarum";"-22.522295";"45.475768";"TSP25";4;"SRR8450132";"LBMRH25"
"X298";"SAK_23";"SAK";"mimosarum";"-22.522295";"45.475768";"TSP26";4;"SRR8450138";"LBMRH26"
"X322";"TANA_51";"TANA";"mimosarum";"-18.931866";"47.525005";"TSP27";4;"SRR8450221";"LBMRH27"
"X323";"TANA_51";"TANA";"mimosarum";"-18.931866";"47.525005";"TSP28";4;"SRR8450218";"LBMRH28"
"X324";"TANA_51";"TANA";"mimosarum";"-18.931866";"47.525005";"TSP29";4;"SRR8450219";"LBMRH29"
"X431";"PON_34";"PON";"mimosarum";"-27.323424";"31.911337";"TSP2";4;"SRR8450137";"LBMRH2"
"X326";"TANA_52";"TANA";"mimosarum";"-18.931516";"47.524872";"TSP30";4;"SRR8450216";"LBMRH30"
"X345";"TANA_57";"TANA";"mimosarum";"-18.929309";"47.527624";"TSP33";4;"SRR8450217";"LBMRH33"
"X346";"TANA_57";"TANA";"mimosarum";"-18.929309";"47.527624";"TSP34";4;"SRR8450224";"LBMRH34"
"X347";"TANA_57";"TANA";"mimosarum";"-18.929309";"47.527624";"TSP35";4;"SRR8450225";"LBMRH35"
"X349";"TANA_58";"TANA";"mimosarum";"-18.929287";"47.527845";"TSP36";4;"SRR8450214";"LBMRH36"
"X350";"TANA_58";"TANA";"mimosarum";"-18.929287";"47.527845";"TSP37";4;"SRR8450136";"LBMRH37"
"X353";"TANA_59";"TANA";"mimosarum";"-18.929802";"47.527736";"TSP39";4;"SRR8450215";"LBMRH39"
"X432";"PON_34";"PON";"mimosarum";"-27.323424";"31.911337";"TSP3";4;"SRR6489523";"LBMRH3"
"X355";"TANA_59";"TANA";"mimosarum";"-18.929802";"47.527736";"TSP40";4;"SRR8450212";"LBMRH40"
"X354";"TANA_59";"TANA";"mimosarum";"-18.929802";"47.527736";"TSP41";4;"SRR8450213";"LBMRH41"
"M621";"KRU_5";"KRU";"dumicola";"-22.997721";"31.337181";"TSP43";4;"SRR8450053";"LBMRH43"
"M622";"KRU_5";"KRU";"dumicola";"-22.997721";"31.337181";"TSP44";4;"SRR8450052";"LBMRH44"
"M561";"WEE_41";"WEE";"dumicola";"-28.829706";"29.963735";"TSP45";4;"SRR8450055";"LBMRH45"
"M562";"WEE_41";"WEE";"dumicola";"-28.829706";"29.963735";"TSP46";4;"SRR8450054";"LBMRH46"
"M563";"WEE_41";"WEE";"dumicola";"-28.829706";"29.963735";"TSP47";4;"SRR8450057";"LBMRH47"
"M547";"ADDO_15a";"ADDO";"dumicola";"-33.442821";"25.737211";"TSP48";4;"SRR8450056";"LBMRH48"
"M548";"ADDO_15a";"ADDO";"dumicola";"-33.442821";"25.737211";"TSP49";4;"SRR8450059";"LBMRH49"
"X504";"PON_35";"PON";"mimosarum";"-27.33152";"31.91182";"TSP4";4;"SRR8450210";"LBMRH4"
"M549";"ADDO_15a";"ADDO";"dumicola";"-33.442821";"25.737211";"TSP50";4;"SRR8450058";"LBMRH50"
"BC51";"C_1";"C";"sarasinorum";"15.4872";"74.976";"TSP51";4;"SRR8450116";"LBMRH51"
"BC56";"C_10";"C";"sarasinorum";"15.4872";"74.976";"TSP52";4;"SRR8450115";"LBMRH52"
"BC60";"C_10";"C";"sarasinorum";"15.4872";"74.976";"TSP53";4;"SRR8450114";"LBMRH53"
"BC150";"Himalaya_1";"Himalaya";"sarasinorum";"30.880678";"78.558679";"TSP55";4;"SRR8450501";"LBMRH55"
"BC152";"Himalaya_1";"Himalaya";"sarasinorum";"30.880678";"78.558679";"TSP56";4;"SRR8450502";"LBMRH56"
"BC153";"Himalaya_1";"Himalaya";"sarasinorum";"30.880678";"78.558679";"TSP57";4;"SRR8450500";"LBMRH57"
"X505";"PON_35";"PON";"mimosarum";"-27.33152";"31.91182";"TSP5";4;"SRR8450211";"LBMRH5"
"X506";"PON_35";"PON";"mimosarum";"-27.33152";"31.91182";"TSP6";4;"SRR8450208";"LBMRH6"
"X388";"PON_5";"PON";"mimosarum";"-27.390486";"31.911296";"TSP7";4;"SRR8450209";"LBMRH7"
"X389";"PON_5";"PON";"mimosarum";"-27.390486";"31.911296";"TSP8";4;"SRR8450206";"LBMRH8"
"X390";"PON_5";"PON";"mimosarum";"-27.390486";"31.911296";"TSP9";4;"SRR8450207";"LBMRH9"
"LBMRHneg1";"neg";"neg";"neg";"neg";"neg";"neg";4;NA;"LBMRHneg1"
"LBMRHneg2";"neg";"neg";"neg";"neg";"neg";"neg";4;NA;"LBMRHneg2"
"LBMRHneg3";"neg";"neg";"neg";"neg";"neg";"neg";4;NA;"LBMRHneg3"
